relative_path,name,extension,size_bytes,sha256,mtime_utc,copy_suffix,duplicate_of
Machinery_Article/10.29130-dubited.1501022-4004761.pdf,10.29130-dubited.1501022-4004761.pdf,.pdf,709722,29595fda87e2a8911581429c8495bad0ce088c1b8b35a366a2e0d5b557d97291,2026-07-11T18:27:11+00:00,False,
Machinery_Article/10.29130-dubited.413185-517503.pdf,10.29130-dubited.413185-517503.pdf,.pdf,1488287,cfd215c0085bb1cd739aa353890be5ced74e42e5d557428cdeff204ccfbf1523,2026-07-12T18:03:24+00:00,False,
Machinery_Article/10.29130-dubited.419437-684184.pdf,10.29130-dubited.419437-684184.pdf,.pdf,284091,2784ee03645323af088559022ea13014192a696a32305f88411d88a12f46c9e6,2026-07-11T16:58:38+00:00,False,
Machinery_Article/10.29130-dubited.519356-958208.pdf,10.29130-dubited.519356-958208.pdf,.pdf,906774,32983bd4f890fe6e07d2a1880ff507b94325dace587114bb3fe41d83c65687d2,2026-07-11T18:43:14+00:00,False,
Machinery_Article/10.29130-dubited.533362-957165.pdf,10.29130-dubited.533362-957165.pdf,.pdf,591354,5a3592500fb629bf2f2ee2082ed8a1aaa989ec8230ac8a7c82a54c0f971a7020,2026-07-11T19:02:24+00:00,False,
Machinery_Article/10.29137-umagd.1165180-2608852.pdf,10.29137-umagd.1165180-2608852.pdf,.pdf,1550938,44ff7b0bf2b695b7f4ccc7a393fa912378c852159d0673c171a056caab57f518,2026-07-11T17:07:24+00:00,False,
Machinery_Article/10.29137-umagd.1252097-2956454.pdf,10.29137-umagd.1252097-2956454.pdf,.pdf,1016928,a8e85711829298708e6b4f1727db452146dd8041e2c01996115a768aeef78a8e,2026-07-11T17:36:13+00:00,False,
Machinery_Article/10.29137-umagd.1280007-3071321.pdf,10.29137-umagd.1280007-3071321.pdf,.pdf,997443,bdb3e859e3445fcc0ca12918988f0f94f92f11175be7fb03341417e39be65769,2026-07-11T17:14:34+00:00,False,
Machinery_Article/10.29137-umagd.1411318-3626510.pdf,10.29137-umagd.1411318-3626510.pdf,.pdf,1565817,7b63626083f64067a94038832778d2c8a8923e9d623847e63b7420874eb79dbe,2026-07-11T18:11:39+00:00,False,
Machinery_Article/10.29137-umagd.351746-362582.pdf,10.29137-umagd.351746-362582.pdf,.pdf,1819623,c87844149974f7ef7f2a76b83d99031fe990c542331701cdf6691b8f1d88d05f,2026-07-11T18:28:15+00:00,False,
Machinery_Article/10.29137-umagd.771235-1207619.pdf,10.29137-umagd.771235-1207619.pdf,.pdf,506537,3e83a76b67b0bc6a49ba7d1bf997a413f0742d704a46358faa23481207e1bcfe,2026-07-11T18:08:07+00:00,False,
Machinery_Article/10.29137-umagd.907630-1676935.pdf,10.29137-umagd.907630-1676935.pdf,.pdf,1414626,77654efa054cdf68563308a1798f559327b923f8532068749dc9abeb909655c2,2026-07-11T18:09:37+00:00,False,
Machinery_Article/10.30516-bilgesci.1240583-2909950.pdf,10.30516-bilgesci.1240583-2909950.pdf,.pdf,815492,19b79f968ba6622fb29ba2d7781b060063b3e726ec549495404832b1cfce5c0d,2026-07-12T18:16:16+00:00,False,
Machinery_Article/10.30516-bilgesci.1641807-4618425.pdf,10.30516-bilgesci.1641807-4618425.pdf,.pdf,1076173,c51b2a89e8881d82ce4c4d8a50e1883e2812b527b8796ed6ecc612b3e21868dd,2026-07-12T17:25:59+00:00,False,
Machinery_Article/10.30939-ijastech..1399702-3576148.pdf,10.30939-ijastech..1399702-3576148.pdf,.pdf,1555648,02fa97ba3f989a4cdddcf039f035ae151ca59ad9a2a6db314dcc8783c4a0d27e,2026-07-12T18:08:01+00:00,False,
Machinery_Article/10.30939-ijastech..1776999-5208809.pdf,10.30939-ijastech..1776999-5208809.pdf,.pdf,1167980,deaf115904adeec803f9b2d6e1f73d6af30074976a47645c5e825a572f093cb4,2026-07-12T18:04:42+00:00,False,
Machinery_Article/10.31202-ecjse.730812-1083045.pdf,10.31202-ecjse.730812-1083045.pdf,.pdf,1050468,38ccb8a68c0372a6f30ac41faaa4604a9bfbebaedd2f63c589639abb71ea199e,2026-07-11T18:54:42+00:00,False,
Machinery_Article/10.31590-ejosat.1039297-2143105.pdf,10.31590-ejosat.1039297-2143105.pdf,.pdf,1074286,9d8e1e78a14ca864d759a3a599c8760a509753b2789cb31edf8944974faefc6e,2026-07-11T17:13:52+00:00,False,
Machinery_Article/10.31590-ejosat.1255048-2968609.pdf,10.31590-ejosat.1255048-2968609.pdf,.pdf,827377,e27b24e122e91afc6f95ff1ca5ac9b900f113e294fff6e044a96375f11d17d83,2026-07-11T16:51:12+00:00,False,
Machinery_Article/10.31590-ejosat.654256-912384.pdf,10.31590-ejosat.654256-912384.pdf,.pdf,1694155,3015c61a05e3312cdc441d107150843f9fc9dde59048cb3a821218a835e410a5,2026-07-11T19:05:58+00:00,False,
Machinery_Article/10.31590-ejosat.801595-1315356.pdf,10.31590-ejosat.801595-1315356.pdf,.pdf,861761,832d4dd7a6f8cfd7de7c3a09264e5862fc5b3b52ae95045e42a61f41a52a36c1,2026-07-11T17:51:53+00:00,False,
Machinery_Article/10.31590-ejosat.894203-1629124.pdf,10.31590-ejosat.894203-1629124.pdf,.pdf,1100620,0f60bd475fdad302a612700549e9a173f98c401b2251ca3d727008a0c9134255,2026-07-11T18:23:32+00:00,False,
Machinery_Article/10.31590-ejosat.972290-1884013.pdf,10.31590-ejosat.972290-1884013.pdf,.pdf,1419647,ca41b790b66adbb3ad4c77901fff9c23a823e997b7c5ec25468694f5cabca63f,2026-07-11T17:16:01+00:00,False,
Machinery_Article/10.31590-ejosat.996324-1977782.pdf,10.31590-ejosat.996324-1977782.pdf,.pdf,1210228,f2bd8895b702aa27592546dfc6dfc6ecc4f2496b06b9ab6f802e95abf9210c76,2026-07-11T17:24:53+00:00,False,
Machinery_Article/10.34088-kojose.1363471-3421094.pdf,10.34088-kojose.1363471-3421094.pdf,.pdf,553601,35d7155bc9bec73a72bd5dc9764b3a56985ed9e5b24bb2457afe63b0e88d2af2,2026-07-12T18:14:57+00:00,False,
Machinery_Article/10.34248-bsengineering.1282159-3079869.pdf,10.34248-bsengineering.1282159-3079869.pdf,.pdf,685862,ef34033eb5957f7e1666c7082de9f036016bafbb01c9ea7a17fcfd11103816a2,2026-07-12T16:45:19+00:00,False,
Machinery_Article/10.34248-bsengineering.1356822-3392460.pdf,10.34248-bsengineering.1356822-3392460.pdf,.pdf,802485,106e210745f105a8df37dae4054911ce26d5080b7d961755846f97b7d94722d2,2026-07-12T17:13:16+00:00,False,
Machinery_Article/10.34248-bsengineering.1687682-4822138.pdf,10.34248-bsengineering.1687682-4822138.pdf,.pdf,1256587,554bab7d3c8d7a7b2d0925e659d7a7e9ab94a43b578754b5fa6f355eaadd1229,2026-07-12T17:25:30+00:00,False,
Machinery_Article/10.34248-bsengineering.1854414-5562331.pdf,10.34248-bsengineering.1854414-5562331.pdf,.pdf,1103780,b55108ca469139578f750f2ff652d59cb377b673d68228c884e0dfa5d00fcd0b,2026-07-12T17:11:07+00:00,False,
Machinery_Article/10.35193-bseufbd.883056-1587841.pdf,10.35193-bseufbd.883056-1587841.pdf,.pdf,989856,58367271baecb7aaa12e541b2e5180c7ac10878222815826f1c82cc9ac258c01,2026-07-11T18:28:36+00:00,False,
Machinery_Article/10.35234-fumbd.1128833-2478463.pdf,10.35234-fumbd.1128833-2478463.pdf,.pdf,1233929,99a9fd5f92c121a26212de6290551b6c5226f618a7724d1a412cb44531ef6f5c,2026-07-11T17:59:07+00:00,False,
Machinery_Article/10.35234-fumbd.1227075-2863804.pdf,10.35234-fumbd.1227075-2863804.pdf,.pdf,1090354,b20ed5ed57fdfb6393b7dbc7d6b44381e858ee1d66a970aa902d5ca6a51b93e3,2026-07-11T17:08:09+00:00,False,
Machinery_Article/10.35234-fumbd.1546406-4201428.pdf,10.35234-fumbd.1546406-4201428.pdf,.pdf,10640139,9df043af6a25d63379add4fd62c632ce1d1dd1db02f0bc66d346554a22039410,2026-07-11T19:02:00+00:00,False,
Machinery_Article/10.35234-fumbd.584160-868886.pdf,10.35234-fumbd.584160-868886.pdf,.pdf,1193673,7143e89dec5666436fde3f0ee1035bb38158acc7879f435bdfd8927648a86d89,2026-07-11T18:53:25+00:00,False,
Machinery_Article/10.35354-tbed.768897-1200488.pdf,10.35354-tbed.768897-1200488.pdf,.pdf,542501,0c63649f3edf3865ed9bcbea0f39f7c2cf4200e043b2542f9f238b684c34747e,2026-07-11T16:55:09+00:00,False,
Machinery_Article/10.35378-gujs.1597747-4423272.pdf,10.35378-gujs.1597747-4423272.pdf,.pdf,891519,6bec22884a458e8c5043ea51502d064cc270ecc92fe4de55ff724af353bb7343,2026-07-12T18:08:49+00:00,False,
Machinery_Article/10.35414-akufemubid.1103662-2375055.pdf,10.35414-akufemubid.1103662-2375055.pdf,.pdf,634365,326cb7937d18bc8b0212d03ab5349c7c189c9c1bd5a3c1073bfa82f0429a6e37,2026-07-11T18:49:55+00:00,False,
Machinery_Article/10.35414-akufemubid.1108677-2395584.pdf,10.35414-akufemubid.1108677-2395584.pdf,.pdf,715356,6f4b71c29a1368e120d3626a0c13059ef12743e8c82df7bfdff660d5647f566b,2026-07-11T18:34:19+00:00,False,
Machinery_Article/10.35414-akufemubid.1823859-5421351.pdf,10.35414-akufemubid.1823859-5421351.pdf,.pdf,2032607,fa1f0cc6334e6f6a182d13c6448018887ff2b9e1e96d335fd0bdf3f34324d77c,2026-07-11T19:15:30+00:00,False,
Machinery_Article/10.36222-ejt.1066472-2226017.pdf,10.36222-ejt.1066472-2226017.pdf,.pdf,1046327,0b8e62e033d758045a8d92ccaeff6eb73c581f2248aac6c124b61d7069b66689,2026-07-12T18:19:20+00:00,False,
Machinery_Article/10.36306-konjes.1091584-2325151.pdf,10.36306-konjes.1091584-2325151.pdf,.pdf,785483,f449fe48c8f59fb302ddde080e757b7e57fd531d7cc370298817242acff91981,2026-07-11T18:56:26+00:00,False,
Machinery_Article/10.36306-konjes.1430115-3700591.pdf,10.36306-konjes.1430115-3700591.pdf,.pdf,1093838,b946681d6daf33466090d11829f76d916c7844ce3002e71cd67ffa1ff3b76f33,2026-07-12T18:08:22+00:00,False,
Machinery_Article/10.36306-konjes.624725-907305.pdf,10.36306-konjes.624725-907305.pdf,.pdf,1096575,40e25b235f28cc2a576f30032f821ab5bc5fe2028959cee3ce5d164f7c5a2528,2026-07-11T17:09:56+00:00,False,
Machinery_Article/10.38061-idunas.1496031-3982689.pdf,10.38061-idunas.1496031-3982689.pdf,.pdf,1674624,6524487fe9c87736196628b36e56320f2518c8e5e309b629877dac78461db609,2026-07-12T18:20:45+00:00,False,
Machinery_Article/10.38213-ohsacademy.822861-1385786.pdf,10.38213-ohsacademy.822861-1385786.pdf,.pdf,934808,ab503da95559755dc73ccdadd429ac021d6137371d197046de7f9bfe077062cd,2026-07-11T18:54:00+00:00,False,
Machinery_Article/10.46399-muhendismakina.1760886-5135279.pdf,10.46399-muhendismakina.1760886-5135279.pdf,.pdf,1408743,a92ccc8ce82d1aa3cada3d51fb01ee74f91d701cfdd5c3537bd5863f0e1a15b5,2026-07-11T18:40:05+00:00,False,
Machinery_Article/10.46460-ijiea.1136221-2509036.pdf,10.46460-ijiea.1136221-2509036.pdf,.pdf,1906499,90d1810153ec38ba922537f673ab773e091e3cacfc7d75e29fafc1c9c67fe026,2026-07-11T17:00:04+00:00,False,
Machinery_Article/10.46460-ijiea.1165371-2609554.pdf,10.46460-ijiea.1165371-2609554.pdf,.pdf,1031068,a7c8eb096b0b37a495461d0e787423371a49d26dff4bcf0cb7c898824205ca6a,2026-07-11T19:15:49+00:00,False,
Machinery_Article/10.46460-ijiea.1489544-3954190.pdf,10.46460-ijiea.1489544-3954190.pdf,.pdf,1138715,428e55dd8e286f7c74845a1169ce44cba8330308777e9fd0d4bff17f0543f133,2026-07-11T17:18:11+00:00,False,
Machinery_Article/10.46465-endustrimuhendisligi.783465-1250885.pdf,10.46465-endustrimuhendisligi.783465-1250885.pdf,.pdf,1303824,583454b6bf92c5ad678fca7d4bb2815b498513366e7af88da1b8eedd4757df54,2026-07-11T17:11:44+00:00,False,
Machinery_Article/10.46519-ij3dptdi.1267634-3021130.pdf,10.46519-ij3dptdi.1267634-3021130.pdf,.pdf,1549181,7d35977e7570ec36974889a7f86318fc3f507f3d83e0a85522710250bbc0596b,2026-07-12T18:21:27+00:00,False,
Machinery_Article/10.46519-ij3dptdi.1564924-4278473.pdf,10.46519-ij3dptdi.1564924-4278473.pdf,.pdf,1057698,eecada4ff11f7fce062fa35068b90817a68be997b9e0c274c4cbbae4876b513c,2026-07-12T16:47:55+00:00,False,
Machinery_Article/10.46519-ij3dptdi.1581618-4349897.pdf,10.46519-ij3dptdi.1581618-4349897.pdf,.pdf,1952452,cf02cada77a93f4961089baf8b98a016639c291c5197e01591d573208404f9d2,2026-07-12T17:08:35+00:00,False,
Machinery_Article/10.46519-ij3dptdi.1704399-4893220.pdf,10.46519-ij3dptdi.1704399-4893220.pdf,.pdf,862986,50c06b86c20f823af64f58ab6d674bcf3d1d76030114111141061c8e7975a3bd,2026-07-12T16:49:55+00:00,False,
Machinery_Article/10.46519-ij3dptdi.817343-1367238.pdf,10.46519-ij3dptdi.817343-1367238.pdf,.pdf,1310853,edfc5b0c6125e7eb817b21e795d4640f51a1688dbfafa885ffdc9f8337de5bf4,2026-07-11T17:18:35+00:00,False,
Machinery_Article/10.46519-ij3dptdi.950425-1816590.pdf,10.46519-ij3dptdi.950425-1816590.pdf,.pdf,1214524,18ac76695cdb67e5e118cddc27282a7ce1f79da23b18c66db468623e85a0a2c3,2026-07-12T18:01:54+00:00,False,
Machinery_Article/10.46519-ij3dptdi.955073-1834064.pdf,10.46519-ij3dptdi.955073-1834064.pdf,.pdf,771311,87eea55cdecf9a9a1c1a85c4289307d624646d1e233985768a007c7acf58f7c0,2026-07-11T18:52:36+00:00,False,
Machinery_Article/10.46519-ij3dptdi.958048-1845136.pdf,10.46519-ij3dptdi.958048-1845136.pdf,.pdf,750459,5db46fb3d96980e850cf02f1bb42e516dcbbc353d04926845a4ad8ed98659c8e,2026-07-12T17:07:58+00:00,False,
Machinery_Article/10.46578-humder.1865162-5611262.pdf,10.46578-humder.1865162-5611262.pdf,.pdf,3473536,218825788acadab6043ba18716f4619287df49f21901abea9afc5b78281788ba,2026-07-12T18:07:09+00:00,False,
Machinery_Article/10.46810-tdfd.830053-1410807 (1).pdf,10.46810-tdfd.830053-1410807 (1).pdf,.pdf,1034749,bcafbcee77468ba4646b571fb9dda620aab979dc7b70766f22ed2a07166efde8,2026-07-25T10:30:33+00:00,True,
Machinery_Article/10.46810-tdfd.830053-1410807.pdf,10.46810-tdfd.830053-1410807.pdf,.pdf,1034749,bcafbcee77468ba4646b571fb9dda620aab979dc7b70766f22ed2a07166efde8,2026-07-25T10:30:20+00:00,False,Machinery_Article/10.46810-tdfd.830053-1410807 (1).pdf
Machinery_Article/10.47480-isibted.1757702-5120179.pdf,10.47480-isibted.1757702-5120179.pdf,.pdf,1658706,e2ac750fcf52682cd196b89d1a09fe20e1d38378495459ad9218c73e19eb5ebd,2026-07-11T17:04:27+00:00,False,
Machinery_Article/10.47495-okufbed.1010997-2031626.pdf,10.47495-okufbed.1010997-2031626.pdf,.pdf,2328448,a9e6022679319f280ad0c3db8e4def12be6d23f585c79e7aad48ca41755ce054,2026-07-12T18:10:27+00:00,False,
Machinery_Article/10.47495-okufbed.1064594-2218865.pdf,10.47495-okufbed.1064594-2218865.pdf,.pdf,1290708,966d1cefa47584d71cabdd57c0b9c3e78ec8ff58ae652212cb827f41e83a883c,2026-07-11T18:03:44+00:00,False,
Machinery_Article/10.51534-tiha.1315188-3212563.pdf,10.51534-tiha.1315188-3212563.pdf,.pdf,2248193,8bc422df6e73cea235c1fe5282f72e4e337872ecfe38a02f4f713ea0bf8f3c04,2026-07-11T18:45:13+00:00,False,
Machinery_Article/10.52675-jhesp.801817-1316120.pdf,10.52675-jhesp.801817-1316120.pdf,.pdf,232231,6d0a48f8f21f14256b1edae7851a8e1f1296435771c06bedc4a0561587cf6285,2026-07-12T17:04:20+00:00,False,
Machinery_Article/10.52795-mateca.1031691-2112354.pdf,10.52795-mateca.1031691-2112354.pdf,.pdf,1421834,7962bdf618e39d201b6592584a0c39167316d7d65421386286ccef214838f123,2026-07-11T18:45:52+00:00,False,
Machinery_Article/10.52795-mateca.1058771-2195775.pdf,10.52795-mateca.1058771-2195775.pdf,.pdf,1102018,74d985510b46007098d33499f9bab0d38944bc79b369ffe8787fa7805ebc7df8,2026-07-11T18:15:47+00:00,False,
Machinery_Article/10.52795-mateca.1080941-2282222.pdf,10.52795-mateca.1080941-2282222.pdf,.pdf,1353074,a3d7048a172d34416b84c1c2b50c93ee04196e1b98231641d168662d5a860bc4,2026-07-12T16:45:35+00:00,False,
Machinery_Article/10.52795-mateca.1272866-3042900.pdf,10.52795-mateca.1272866-3042900.pdf,.pdf,1299479,7ae18534203265c4807239a885838f85dfefb38577c3ea482db55834e4afb35d,2026-07-11T18:55:05+00:00,False,
Machinery_Article/10.52795-mateca.1463257-3839863.pdf,10.52795-mateca.1463257-3839863.pdf,.pdf,1379546,35e6162f303a8d7bb552fd0899cd0963e464b9f16e47009ab014f5e6c529e86b,2026-07-11T18:46:10+00:00,False,
Machinery_Article/10.52795-mateca.1552826-4226495.pdf,10.52795-mateca.1552826-4226495.pdf,.pdf,1674856,0329054f53f5726cb51af065d4d061ea1b93f51c5c0a89d72f59e612895ad392,2026-07-11T18:52:11+00:00,False,
Machinery_Article/10.52795-mateca.1698767-4867675.pdf,10.52795-mateca.1698767-4867675.pdf,.pdf,670520,bd6510b934d4b4defce658e71aa70e6dd724e399a1bf568792c2a3b3662e86e0,2026-07-11T17:16:37+00:00,False,
Machinery_Article/10.52795-mateca.1870698-5636978.pdf,10.52795-mateca.1870698-5636978.pdf,.pdf,792195,3ef5c5d16a3a4ad8918c3a8d58df309b06d432df8568046f58db2ed30cd24cd4,2026-07-11T19:00:51+00:00,False,
Machinery_Article/10.52795-mateca.1872574-5645525.pdf,10.52795-mateca.1872574-5645525.pdf,.pdf,1612833,d29a1e1f8b9781e644b22f51ff05898f555b6bd090860d8d677dcc72873fb29a,2026-07-11T18:57:12+00:00,False,
Machinery_Article/10.52795-mateca.940261-1779186.pdf,10.52795-mateca.940261-1779186.pdf,.pdf,1239240,8ad4665c614234e41cc5aee825e895869fe98cd6d42ea0c09b7aa20b360830cb,2026-07-11T17:07:05+00:00,False,
Machinery_Article/10.53433-yyufbed.1067638-2230467.pdf,10.53433-yyufbed.1067638-2230467.pdf,.pdf,694397,54322a1ecbd81d0ef4c15d442b437a65fc2d4c775767e9eb1f81f83b001ad694,2026-07-11T17:13:35+00:00,False,
Machinery_Article/10.54287-gujsa.1135609-2506485.pdf,10.54287-gujsa.1135609-2506485.pdf,.pdf,543604,786ac7d1aae4e6d66a7550dcbdf06cde0c57dd7720bb1cb4114b0287e4160692,2026-07-12T18:04:58+00:00,False,
Machinery_Article/10.54365-adyumbd.1465339-3849033.pdf,10.54365-adyumbd.1465339-3849033.pdf,.pdf,4207476,87180b5a005b3fa82b07bcc5bd5bb446a488322c85993d3bbca6d30b417ae00e,2026-07-12T17:02:29+00:00,False,
Machinery_Article/10.5505-pajes.2025.79958-5369857.pdf,10.5505-pajes.2025.79958-5369857.pdf,.pdf,678883,4c2b14614d82793fd4eec314b0d2f3bec41008dbec1b085ba5005fb9edefb0bd,2026-07-11T19:05:44+00:00,False,
Machinery_Article/10.55071-ticaretfbd.1449025-3780880.pdf,10.55071-ticaretfbd.1449025-3780880.pdf,.pdf,1230060,0b195f2a1579a06a9485e1231ffb254733793fba8267c1cba9e01a5109b254ec,2026-07-11T18:12:29+00:00,False,
Machinery_Article/10.55117-bufbd.1585842-4368806.pdf,10.55117-bufbd.1585842-4368806.pdf,.pdf,794372,b5b63a80049e37c7924676ea6df33833d0f5c57b166d3a99271ffec70ecc38c3,2026-07-11T17:33:55+00:00,False,
Machinery_Article/10.55546-jmm.1257453-2978509.pdf,10.55546-jmm.1257453-2978509.pdf,.pdf,1097828,0e2f0231f0cb8e16e0e4b10d71487f23fbd1aecd812f6ce15ab448f8dcdaa92c,2026-07-11T16:52:42+00:00,False,
Machinery_Article/10.55546-jmm.1375777-3473872.pdf,10.55546-jmm.1375777-3473872.pdf,.pdf,1583781,a36190edcb84d536589996d8dd0774840cd11411d218911bb7a18a5c381be82f,2026-07-11T17:59:27+00:00,False,
Machinery_Article/10.55546-jmm.1512549-4054552.pdf,10.55546-jmm.1512549-4054552.pdf,.pdf,1283644,05040488533215be5fa7eb887987a4ab0a826b03e0fa552081b93cc31b82ffba,2026-07-11T18:10:32+00:00,False,
Machinery_Article/10.55546-jmm.1792779-5281811.pdf,10.55546-jmm.1792779-5281811.pdf,.pdf,734760,150070480b1462fecf30335f7ce397de3f106e44a7ec7a7d31159c752b2c0fe5,2026-07-11T17:06:45+00:00,False,
Machinery_Article/10.55549-epstem.1406266-3605174.pdf,10.55549-epstem.1406266-3605174.pdf,.pdf,897099,4dcfb4f8cae5b5311b6efe3f49bea8a7f32a3b7c34aafc44dfdd1cdb56d94a66,2026-07-12T17:15:48+00:00,False,
Machinery_Article/10.55549-epstem.1406756-3607507.pdf,10.55549-epstem.1406756-3607507.pdf,.pdf,1093294,bdb3b833912d665c0305205d326977975ace65d24e713be96beae72287acad52,2026-07-12T18:17:38+00:00,False,
Machinery_Article/10.56193-matim.1245809-2930955.pdf,10.56193-matim.1245809-2930955.pdf,.pdf,1166030,5660ce72f449574ba7d6c2525250607199bf6fd42fd579f35c2272a488674f3e,2026-07-11T17:12:42+00:00,False,
Machinery_Article/10.56193-matim.1269179-3027853.pdf,10.56193-matim.1269179-3027853.pdf,.pdf,1213756,5c7ee1a242e7b442267135f2ef1e2d0f3d0b57558fce1607c03af14f79b92dc0,2026-07-25T10:39:35+00:00,False,
Machinery_Article/10.56193-matim.1638750-4604501.pdf,10.56193-matim.1638750-4604501.pdf,.pdf,854853,f72c0e646d361ffc1a10d4178740e3545e194e019b155b045c2b458b86684116,2026-07-11T19:16:04+00:00,False,
Machinery_Article/10.56193-matim.1646793-4640665.pdf,10.56193-matim.1646793-4640665.pdf,.pdf,632342,8a4bccbd8e2bcb4a20d66f8be1ab98cc5514402ed4dad772f15374e2eab8448d,2026-07-11T17:06:14+00:00,False,
Machinery_Article/10.56193-matim.1647309-4642984.pdf,10.56193-matim.1647309-4642984.pdf,.pdf,571079,feb27784b30ff0b1887c4ae06801b8bb976e89c4604c6c2df6d869a558e07a76,2026-07-11T18:41:08+00:00,False,
Machinery_Article/10.56193-matim.1657815-4690478.pdf,10.56193-matim.1657815-4690478.pdf,.pdf,664562,a94fe492adab394aa816d9a251ad4ef8b980d8acb7baa3daf053393d2144d261,2026-07-11T18:39:48+00:00,False,
Machinery_Article/10.56193-matim.1658896-4695099.pdf,10.56193-matim.1658896-4695099.pdf,.pdf,704182,2bb0d7564cc98631756b7848540460b22454dede6bad5bdb029cb6b6c7b3679d,2026-07-11T17:27:22+00:00,False,
Machinery_Article/10.56193-matim.1688383-4824911.pdf,10.56193-matim.1688383-4824911.pdf,.pdf,1018555,0a22b73717f78f33b741bd57c669c675784401ef4f8068c0dd01933edc80fbe6,2026-07-11T18:22:33+00:00,False,
Machinery_Article/10.56193-matim.1908951-5811200.pdf,10.56193-matim.1908951-5811200.pdf,.pdf,645532,dc62f87ab661ffa8d2dda3e779e968baeb25e5e126b465765d65bf9dedf77a3e,2026-07-11T17:57:17+00:00,False,
Machinery_Article/10.56193-matim.1912755-5829351.pdf,10.56193-matim.1912755-5829351.pdf,.pdf,476311,8ed2a1c728bb1466eeea4eb03e3978920566493a13b7ad0508f51306b5374652,2026-07-11T18:53:09+00:00,False,
Machinery_Article/10.64808-engineeringperspective.1808611-5352451.pdf,10.64808-engineeringperspective.1808611-5352451.pdf,.pdf,954707,e7e7e16b5f736ec2e1172724c43770652378bd4eed615de383b6e3b8bc1848fc,2026-07-12T18:18:56+00:00,False,
Machinery_Article/10.7240-jeps.1080386-2280116.pdf,10.7240-jeps.1080386-2280116.pdf,.pdf,837498,9cadb0418e75a518a0d3cda4f860b88145093098da7a6ea40fa7049ffc7fa9d4,2026-07-11T17:08:52+00:00,False,
Machinery_Article/10.7240-jeps.450383-718329.pdf,10.7240-jeps.450383-718329.pdf,.pdf,2855556,36c167909b0fb10a1ba623a406be0c9ca76ab88667b7db23abd7e753fff02199,2026-07-12T17:00:00+00:00,False,
Machinery_Article/10.7240-jeps.450866-718330.pdf,10.7240-jeps.450866-718330.pdf,.pdf,2428702,7a8bf244b0381209c5848c2f00e1c70823b934f12c1b3ba919d56010fe2d48e0,2026-07-12T16:46:16+00:00,False,
Machinery_Article/10.7240-jeps.451359-718332.pdf,10.7240-jeps.451359-718332.pdf,.pdf,942742,82edc8ca42cc5b5fec48f0b41fabc427e177abaae0864d0be894b194ed182a69,2026-07-11T18:04:12+00:00,False,
Machinery_Article/10.7240-marufbd.291836-275768.pdf,10.7240-marufbd.291836-275768.pdf,.pdf,518659,a786cf3d92b1c83fe9b692d3b45fc68ea28a4dd0af81b3ae19a1b82cd213a493,2026-07-11T18:13:07+00:00,False,
Machinery_Article/10.7240-mufbed.v24i4.318-165568.pdf,10.7240-mufbed.v24i4.318-165568.pdf,.pdf,2263989,0e0bc1816a5381394b5ef61dbc6677f19d4e814436aadd5b1d63a40e456c6fb4,2026-07-12T17:16:19+00:00,False,
Machinery_Article/15-5 PH Çelik Malzemesinin Kriyojenik Talaşlı  İmalat Sürecinde Yüzey Bütünlüğü Analizi[#419087]-464518.pdf,15-5 PH Çelik Malzemesinin Kriyojenik Talaşlı  İmalat Sürecinde Yüzey Bütünlüğü Analizi[#419087]-464518.pdf,.pdf,2419773,99df21867834d9ebe8bdcc99e98606f8754deac7d081ebabfaf6f0539f5e9838,2026-07-11T16:59:17+00:00,False,
Machinery_Article/2035349_yayin.xml,2035349_yayin.xml,.xml,5300,317c4d5dc3514722917a6af58dafc1a0e439d102b45d28836683e018341eff30,2026-07-25T09:29:01+00:00,False,
Machinery_Article/3 BOYUTLU YAZICI KULLANIMININ ÖĞRENCİLERİN AR-GE YETENEKLERİNİN GELİŞİMİNE ETKİSİNİN İNCELENMESİ_ OSTİM TEKNİK ÜNİVERSİTESİ MESLEK YÜKSEKOKULUNDA ÖRNEK BİR UYGULAMA[#655392]-1081654.pdf,3 BOYUTLU YAZICI KULLANIMININ ÖĞRENCİLERİN AR-GE YETENEKLERİNİN GELİŞİMİNE ETKİSİNİN İNCELENMESİ_ OSTİM TEKNİK ÜNİVERSİTESİ MESLEK YÜKSEKOKULUNDA ÖRNEK BİR UYGULAMA[#655392]-1081654.pdf,.pdf,1149627,7551958fffa54326ba8cc0a403d0e16111b22db7d014b5f9c15aa7045a5d7d33,2026-07-11T18:56:52+00:00,False,
Machinery_Article/5 EKSEN CNC HASSAS LASTİK YANAK İŞLEME[#376651]-401570 (1).pdf,5 EKSEN CNC HASSAS LASTİK YANAK İŞLEME[#376651]-401570 (1).pdf,.pdf,567470,b67885f9f5c00bbdec3e4cef10271e0badd932d8f80365a0199ef7355d66d9a6,2026-07-12T17:19:12+00:00,True,
Machinery_Article/5 EKSEN CNC HASSAS LASTİK YANAK İŞLEME[#376651]-401570 (2).pdf,5 EKSEN CNC HASSAS LASTİK YANAK İŞLEME[#376651]-401570 (2).pdf,.pdf,567470,b67885f9f5c00bbdec3e4cef10271e0badd932d8f80365a0199ef7355d66d9a6,2026-07-12T17:19:25+00:00,True,Machinery_Article/5 EKSEN CNC HASSAS LASTİK YANAK İŞLEME[#376651]-401570 (1).pdf
